 iteration      100/  200000 | consumed samples:         3200 | elapsed time per iteration (ms): 471.2 | learning rate: 4.495E-05 | global batch size:    32 | lm loss: 1.785777E-02 | loss scale: 4194304.0 | grad norm: 0.008 | number of skipped iterations:  11 | number of nan iterations:   0 |
 iteration    10600/  200000 | consumed samples:       339200 | elapsed time per iteration (ms): 376.6 | learning rate: 9.054E-05 | global batch size:    32 | lm loss: 1.469164E-04 | loss scale: 134217728.0 | grad norm: 0.002 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10700/  200000 | consumed samples:       342400 | elapsed time per iteration (ms): 328.3 | learning rate: 9.045E-05 | global batch size:    32 | lm loss: 1.509763E-04 | loss scale: 134217728.0 | grad norm: 0.003 | number of skipped iterations:   2 | number of nan iterations:   0 |
 iteration    10800/  200000 | consumed samples:       345600 | elapsed time per iteration (ms): 298.1 | learning rate: 9.036E-05 | global batch size:    32 | lm loss: 1.508135E-04 | loss scale: 134217728.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10900/  200000 | consumed samples:       348800 | elapsed time per iteration (ms): 322.0 | learning rate: 9.027E-05 | global batch size:    32 | lm loss: 1.478408E-04 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11000/  200000 | consumed samples:       352000 | elapsed time per iteration (ms): 349.2 | learning rate: 9.018E-05 | global batch size:    32 | lm loss: 1.485355E-04 | loss scale: 134217728.0 | grad norm: 0.002 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11100/  200000 | consumed samples:       355200 | elapsed time per iteration (ms): 374.8 | learning rate: 9.009E-05 | global batch size:    32 | lm loss: 1.451441E-04 | loss scale: 134217728.0 | grad norm: 0.002 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11200/  200000 | consumed samples:       358400 | elapsed time per iteration (ms): 338.2 | learning rate: 9.000E-05 | global batch size:    32 | lm loss: 1.596872E-04 | loss scale: 33554432.0 | grad norm: 0.002 | number of skipped iterations:   2 | number of nan iterations:   0 |
 iteration    11300/  200000 | consumed samples:       361600 | elapsed time per iteration (ms): 333.4 | learning rate: 8.991E-05 | global batch size:    32 | lm loss: 1.506316E-04 | loss scale: 33554432.0 | grad norm: 0.002 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11400/  200000 | consumed samples:       364800 | elapsed time per iteration (ms): 298.3 | learning rate: 8.982E-05 | global batch size:    32 | lm loss: 1.523869E-04 | loss scale: 33554432.0 | grad norm: 0.002 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11500/  200000 | consumed samples:       368000 | elapsed time per iteration (ms): 348.8 | learning rate: 8.972E-05 | global batch size:    32 | lm loss: 1.390413E-04 | loss scale: 33554432.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11600/  200000 | consumed samples:       371200 | elapsed time per iteration (ms): 319.1 | learning rate: 8.963E-05 | global batch size:    32 | lm loss: 1.120600E-04 | loss scale: 33554432.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11700/  200000 | consumed samples:       374400 | elapsed time per iteration (ms): 322.3 | learning rate: 8.954E-05 | global batch size:    32 | lm loss: 1.037858E-04 | loss scale: 33554432.0 | grad norm: 0.002 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11800/  200000 | consumed samples:       377600 | elapsed time per iteration (ms): 311.6 | learning rate: 8.945E-05 | global batch size:    32 | lm loss: 5.667754E-05 | loss scale: 33554432.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    11900/  200000 | consumed samples:       380800 | elapsed time per iteration (ms): 327.8 | learning rate: 8.936E-05 | global batch size:    32 | lm loss: 4.904431E-05 | loss scale: 33554432.0 | grad norm: 0.002 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12000/  200000 | consumed samples:       384000 | elapsed time per iteration (ms): 327.7 | learning rate: 8.927E-05 | global batch size:    32 | lm loss: 5.432752E-05 | loss scale: 33554432.0 | grad norm: 0.002 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12100/  200000 | consumed samples:       387200 | elapsed time per iteration (ms): 332.8 | learning rate: 8.918E-05 | global batch size:    32 | lm loss: 4.287210E-05 | loss scale: 33554432.0 | grad norm: 0.002 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12200/  200000 | consumed samples:       390400 | elapsed time per iteration (ms): 293.7 | learning rate: 8.909E-05 | global batch size:    32 | lm loss: 3.575186E-05 | loss scale: 67108864.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12300/  200000 | consumed samples:       393600 | elapsed time per iteration (ms): 320.5 | learning rate: 8.900E-05 | global batch size:    32 | lm loss: 3.551249E-05 | loss scale: 67108864.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12400/  200000 | consumed samples:       396800 | elapsed time per iteration (ms): 307.9 | learning rate: 8.890E-05 | global batch size:    32 | lm loss: 3.596747E-05 | loss scale: 67108864.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12500/  200000 | consumed samples:       400000 | elapsed time per iteration (ms): 327.0 | learning rate: 8.881E-05 | global batch size:    32 | lm loss: 3.356057E-05 | loss scale: 67108864.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12600/  200000 | consumed samples:       403200 | elapsed time per iteration (ms): 309.1 | learning rate: 8.872E-05 | global batch size:    32 | lm loss: 3.119295E-05 | loss scale: 67108864.0 | grad norm: 0.002 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12700/  200000 | consumed samples:       406400 | elapsed time per iteration (ms): 284.2 | learning rate: 8.863E-05 | global batch size:    32 | lm loss: 3.002872E-05 | loss scale: 67108864.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12800/  200000 | consumed samples:       409600 | elapsed time per iteration (ms): 284.1 | learning rate: 8.854E-05 | global batch size:    32 | lm loss: 3.022101E-05 | loss scale: 67108864.0 | grad norm: 0.002 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    12900/  200000 | consumed samples:       412800 | elapsed time per iteration (ms): 282.8 | learning rate: 8.845E-05 | global batch size:    32 | lm loss: 2.978411E-05 | loss scale: 67108864.0 | grad norm: 0.002 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13000/  200000 | consumed samples:       416000 | elapsed time per iteration (ms): 327.3 | learning rate: 8.836E-05 | global batch size:    32 | lm loss: 4.009528E-05 | loss scale: 67108864.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13100/  200000 | consumed samples:       419200 | elapsed time per iteration (ms): 402.4 | learning rate: 8.827E-05 | global batch size:    32 | lm loss: 2.636703E-05 | loss scale: 67108864.0 | grad norm: 0.002 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13200/  200000 | consumed samples:       422400 | elapsed time per iteration (ms): 480.5 | learning rate: 8.818E-05 | global batch size:    32 | lm loss: 2.995229E-05 | loss scale: 134217728.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13300/  200000 | consumed samples:       425600 | elapsed time per iteration (ms): 389.9 | learning rate: 8.808E-05 | global batch size:    32 | lm loss: 2.541373E-05 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13400/  200000 | consumed samples:       428800 | elapsed time per iteration (ms): 347.8 | learning rate: 8.799E-05 | global batch size:    32 | lm loss: 3.648011E-05 | loss scale: 134217728.0 | grad norm: 0.004 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13500/  200000 | consumed samples:       432000 | elapsed time per iteration (ms): 388.4 | learning rate: 8.790E-05 | global batch size:    32 | lm loss: 4.168097E-05 | loss scale: 134217728.0 | grad norm: 0.003 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13600/  200000 | consumed samples:       435200 | elapsed time per iteration (ms): 337.9 | learning rate: 8.781E-05 | global batch size:    32 | lm loss: 2.364675E-05 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13700/  200000 | consumed samples:       438400 | elapsed time per iteration (ms): 367.3 | learning rate: 8.772E-05 | global batch size:    32 | lm loss: 2.968058E-05 | loss scale: 134217728.0 | grad norm: 0.002 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13800/  200000 | consumed samples:       441600 | elapsed time per iteration (ms): 406.4 | learning rate: 8.763E-05 | global batch size:    32 | lm loss: 4.251082E-05 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    13900/  200000 | consumed samples:       444800 | elapsed time per iteration (ms): 365.0 | learning rate: 8.754E-05 | global batch size:    32 | lm loss: 2.701898E-05 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14000/  200000 | consumed samples:       448000 | elapsed time per iteration (ms): 393.8 | learning rate: 8.745E-05 | global batch size:    32 | lm loss: 2.197734E-05 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14100/  200000 | consumed samples:       451200 | elapsed time per iteration (ms): 342.9 | learning rate: 8.736E-05 | global batch size:    32 | lm loss: 1.977656E-05 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14200/  200000 | consumed samples:       454400 | elapsed time per iteration (ms): 360.2 | learning rate: 8.726E-05 | global batch size:    32 | lm loss: 1.899820E-05 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14300/  200000 | consumed samples:       457600 | elapsed time per iteration (ms): 362.7 | learning rate: 8.717E-05 | global batch size:    32 | lm loss: 2.114345E-05 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14400/  200000 | consumed samples:       460800 | elapsed time per iteration (ms): 378.7 | learning rate: 8.708E-05 | global batch size:    32 | lm loss: 2.382256E-05 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration    14500/  200000 | consumed samples:       464000 | elapsed time per iteration (ms): 353.1 | learning rate: 8.699E-05 | global batch size:    32 | lm loss: 1.844139E-05 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14600/  200000 | consumed samples:       467200 | elapsed time per iteration (ms): 380.3 | learning rate: 8.690E-05 | global batch size:    32 | lm loss: 1.854777E-05 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14700/  200000 | consumed samples:       470400 | elapsed time per iteration (ms): 362.7 | learning rate: 8.681E-05 | global batch size:    32 | lm loss: 1.827849E-05 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14800/  200000 | consumed samples:       473600 | elapsed time per iteration (ms): 408.6 | learning rate: 8.672E-05 | global batch size:    32 | lm loss: 2.155690E-05 | loss scale: 268435456.0 | grad norm: 0.002 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    14900/  200000 | consumed samples:       476800 | elapsed time per iteration (ms): 344.4 | learning rate: 8.663E-05 | global batch size:    32 | lm loss: 2.471328E-05 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    15000/  200000 | consumed samples:       480000 | elapsed time per iteration (ms): 399.5 | learning rate: 8.654E-05 | global batch size:    32 | lm loss: 1.786290E-05 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    15100/  200000 | consumed samples:       483200 | elapsed time per iteration (ms): 354.3 | learning rate: 8.645E-05 | global batch size:    32 | lm loss: 1.819461E-05 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    15200/  200000 | consumed samples:       486400 | elapsed time per iteration (ms): 356.7 | learning rate: 8.635E-05 | global batch size:    32 | lm loss: 1.691287E-05 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    15300/  200000 | consumed samples:       489600 | elapsed time per iteration (ms): 353.4 | learning rate: 8.626E-05 | global batch size:    32 | lm loss: 1.882343E-05 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
